ID,RegistrationDate,Deposit,UpsellDate,AccessoryRate,PaymentMethod,rateTypeEntity,RatePerUnit,DaysOnDeposit,MainApplicantGender,Age,Region,Town,Occupation,SupplierName,Term,TotalContractValue,ExpectedTermDate,FirstPaymentDate,LastPaymentDate
ID_VIT6WAM,2017-07-26 14:44:23,2000,,0.0,FINANCED,DAILY,40,7,Male,36.0,Coast Region,Kilifi,Business,d_light,364,16560.0,2018-07-25 14:44:23,2017-07-26 14:47:07,2021-05-21 16:32:17
ID_45CUGSS,2020-02-01 14:37:33,2400,,0.0,FINANCED,DAILY,50,3,Male,27.0,Nairobi Region,Nairobi City,Business,d_light,240,14400.0,2020-09-28 14:37:33,2020-02-01 14:37:42,2021-05-15 06:33:55
ID_D36U2WB,2018-04-12 06:15:08,2500,,0.0,FINANCED,DAILY,55,3,Male,,North Rift,West Pokot,Other,d_light,556,33080.0,2019-10-20 06:15:08,2018-04-12 06:15:10,2020-10-23 16:11:51
ID_KXXW0IY,2018-04-25 10:12:33,2500,,0.0,FINANCED,DAILY,55,3,Male,57.0,Western,Bungoma,Government Employee,d_light,556,33080.0,2019-11-02 10:12:33,2018-04-25 10:12:35,2020-06-19 13:30:53
ID_JS3Q8SS,2017-07-18 15:35:40,2000,,0.0,FINANCED,DAILY,40,7,Male,26.0,,UNKNOWN,Labourer,d_light,364,16560.0,2018-07-17 15:35:40,2017-07-18 15:35:44,2021-03-17 16:49:02
ID_UMEPC1K,2018-02-09 11:08:45,2999,,0.0,FINANCED,DAILY,55,3,Female,,Coast Region,Kilifi,Business,d_light,547,33084.0,2019-08-10 11:08:45,2018-02-09 11:09:13,2021-05-26 15:34:39
ID_NTRW61J,2020-01-14 11:49:14,2000,,0.0,FINANCED,DAILY,40,3,Female,39.0,Western,Busia,Business,d_light,270,12800.0,2020-10-10 11:49:14,2020-01-14 11:49:18,2021-03-23 09:45:37
ID_9MZ66NK,2020-01-07 06:21:05,2000,,0.0,FINANCED,DAILY,40,3,Male,45.0,Nairobi Region,Nairobi City,Business,d_light,270,12800.0,2020-10-03 06:21:05,2020-01-07 06:21:10,2021-01-15 15:25:36
ID_BSVRG4N,2017-07-21 15:29:21,2000,,0.0,FINANCED,DAILY,40,7,Female,55.0,South Rift,Bomet,Business,d_light,364,16560.0,2018-07-20 15:29:21,2017-07-21 15:42:54,2018-12-06 16:36:45
ID_57Y04Z3,2017-08-30 16:54:47,2000,,0.0,FINANCED,DAILY,40,7,Male,46.0,Nyanza,Kisumu,Other,d_light,364,16560.0,2018-08-29 16:54:47,2017-08-30 16:54:43,2021-02-27 17:09:45
ID_YIJAPMO,2020-01-27 05:01:33,3000,,0.0,FINANCED,DAILY,40,3,Male,53.0,Coast Region,Kwale,Teacher,d_light,340,16600.0,2021-01-01 05:01:33,2020-01-27 05:01:36,2021-03-11 06:31:55
ID_W6SXZBF,2018-04-28 13:40:44,2500,,0.0,FINANCED,DAILY,55,3,Male,,North Rift,West Pokot,Driver/Motorbike Rider,d_light,556,33080.0,2019-11-05 13:40:44,2018-04-28 13:40:48,2020-06-05 09:17:33
ID_GVPL49Y,2017-10-07 16:01:02,2000,,0.0,FINANCED,DAILY,40,7,Female,32.0,Nairobi Region,Nairobi City,Business,d_light,364,16560.0,2018-10-06 16:01:02,2017-10-07 15:59:28,2018-11-08 14:21:12
ID_LTNC32I,2018-04-17 16:20:42,2500,,0.0,FINANCED,DAILY,55,3,Male,,North Rift,Elgeyo/Marakwet,Driver/Motorbike Rider,d_light,556,33080.0,2019-10-25 16:20:42,2018-04-17 16:20:43,2021-05-19 16:44:43
ID_OO2JYGJ,2018-01-10 17:01:47,2000,,0.0,FINANCED,DAILY,40,7,Female,54.0,Western,Bungoma,Farmer,d_light,364,16560.0,2019-01-09 17:01:47,2018-01-10 17:01:50,2019-01-24 14:51:55
ID_PPR46UB,2017-09-11 07:59:33,2000,,0.0,FINANCED,DAILY,40,7,Male,51.0,Mount Kenya Region,Nyeri,Business,d_light,364,16560.0,2018-09-10 07:59:33,2017-09-11 08:00:20,2019-12-18 16:46:47
ID_W6WVLOE,2017-11-03 10:30:51,2000,,0.0,FINANCED,DAILY,40,7,Male,33.0,,UNKNOWN,Labourer,d_light,364,16560.0,2018-11-02 10:30:51,2017-11-03 10:30:42,2019-09-29 12:21:49
ID_WM85Q41,2018-04-27 07:52:37,2500,,0.0,FINANCED,DAILY,55,3,Female,56.0,,UNKNOWN,Business,d_light,556,33080.0,2019-11-04 07:52:37,2018-04-27 07:52:40,2020-11-17 12:24:35
ID_D01LK3O,2020-02-13 17:02:51,2400,,0.0,FINANCED,DAILY,50,3,Female,33.0,North Rift,Baringo,Business,d_light,240,14400.0,2020-10-10 17:02:51,2020-02-13 17:02:58,2021-05-21 16:41:21
ID_77G69V4,2018-04-30 09:11:14,2500,,0.0,FINANCED,DAILY,55,3,Female,,Coast Region,Kwale,Business,d_light,556,33080.0,2019-11-07 09:11:14,2018-04-30 09:11:15,2019-12-12 16:05:42
ID_0DPU78M,2018-04-27 06:05:27,2999,2018-04-27 00:00:00,40.0,FINANCED,DAILY,55,3,Male,41.0,Western,Bungoma,Business,d_light,568,56964.0,2019-11-16 06:05:27,2018-04-27 06:05:30,2020-03-08 05:33:48
ID_RI9L6AW,2018-02-26 10:07:10,2999,2018-02-26 00:00:00,40.0,FINANCED,DAILY,55,3,Female,25.0,North Rift,Trans Nzoia,Other,d_light,568,56964.0,2019-09-17 10:07:10,2018-02-26 10:07:26,2021-05-10 15:15:41
ID_BXPG79Q,2018-02-10 15:48:03,2000,,0.0,FINANCED,DAILY,40,7,Female,28.0,Nairobi Region,Makueni,Business,d_light,364,16560.0,2019-02-09 15:48:03,2018-02-10 15:48:25,2019-02-26 16:15:59
ID_HEYTN95,2017-07-20 12:39:52,2000,,0.0,FINANCED,DAILY,40,7,Female,30.0,North Rift,Elgeyo/Marakwet,Business,d_light,364,16560.0,2018-07-19 12:39:52,2017-07-20 12:41:12,2020-01-20 15:16:02
ID_D7XU49U,2017-08-10 13:56:01,2000,,0.0,FINANCED,DAILY,40,7,Male,,Western,Kakamega,Labourer,d_light,364,16560.0,2018-08-09 13:56:01,2017-08-10 13:55:58,2020-11-01 13:03:47
ID_93RFKDK,2017-11-11 10:42:52,2000,,0.0,FINANCED,DAILY,40,7,Female,47.0,Coast Region,Kwale,Farmer,d_light,364,16560.0,2018-11-10 10:42:52,2017-11-11 10:42:27,2018-12-06 14:57:06
ID_M46HWSD,2017-11-07 10:16:42,2000,,0.0,FINANCED,DAILY,40,7,Male,67.0,Nairobi Region,Kitui,Other,d_light,364,16560.0,2018-11-06 10:16:42,2017-11-07 10:17:24,2018-11-24 11:16:44
ID_SBKJ3BJ,2018-04-17 14:58:18,2500,,0.0,FINANCED,DAILY,55,3,Female,40.0,Nairobi Region,Kajiado,Business,d_light,556,33080.0,2019-10-25 14:58:18,2018-04-17 14:58:18,2020-09-10 07:03:37
ID_UYDKZ0B,2020-01-31 15:10:46,2000,,0.0,FINANCED,DAILY,40,3,Female,34.0,South Rift,Nakuru,Other,d_light,270,12800.0,2020-10-27 15:10:46,2020-01-31 15:10:53,2021-03-29 14:23:57
ID_VLY8SAC,2018-01-25 08:26:24,2999,2018-01-29 00:00:00,40.0,FINANCED,DAILY,55,3,Female,33.0,Nairobi Region,Nairobi City,Business,d_light,568,56964.0,2019-08-16 08:26:24,2018-01-25 08:26:38,2019-11-01 15:11:29
ID_6JY3NQI,2017-08-23 09:02:58,2000,,0.0,FINANCED,DAILY,40,7,Male,39.0,Nyanza,Siaya,Labourer,d_light,364,16560.0,2018-08-22 09:02:58,2017-08-23 09:03:02,2019-03-27 15:19:06
ID_1AJV1TA,2018-02-26 17:25:01,2999,,0.0,FINANCED,DAILY,55,3,Female,28.0,South Rift,Kericho,Farmer,d_light,547,33084.0,2019-08-27 17:25:01,2018-02-26 17:25:10,2021-05-26 16:16:08
ID_BIHYY2E,2020-01-11 14:34:13,0,,0.0,FINANCED,DAILY,67,0,Female,21.0,Nairobi Region,Kitui,Business,d_light,179,12000.0,2020-07-08 14:34:13,2020-01-11 14:34:21,2021-02-18 05:22:47
ID_BUTZXP8,2020-02-04 07:33:37,2400,,0.0,FINANCED,DAILY,50,3,Male,49.0,Western,Bungoma,Teacher,d_light,240,14400.0,2020-10-01 07:33:37,2020-02-04 07:33:42,2021-05-25 17:53:52
ID_C6JH2T3,2018-01-27 17:36:11,2999,,0.0,FINANCED,DAILY,55,3,Male,57.0,Nyanza,Kisumu,Government Employee,d_light,547,33084.0,2019-07-28 17:36:11,2018-01-27 17:36:34,2021-05-10 20:30:54
ID_4UOIJTG,2018-02-01 09:16:53,2999,,0.0,FINANCED,DAILY,55,3,Female,23.0,Nairobi Region,Kajiado,Business,d_light,547,33084.0,2019-08-02 09:16:53,2018-02-01 09:17:09,2020-02-16 12:54:03
ID_N4JRKUZ,2018-02-26 13:46:14,2999,,0.0,FINANCED,DAILY,55,3,Male,51.0,Mount Kenya Region,Meru,Business,d_light,547,33084.0,2019-08-27 13:46:14,2018-02-26 13:46:36,2021-04-09 06:45:07
ID_WGO3P13,2020-02-06 13:40:23,2400,,0.0,FINANCED,DAILY,50,3,Female,37.0,Western,Kakamega,Farmer,d_light,240,14400.0,2020-10-03 13:40:23,2020-02-06 13:40:30,2020-12-10 13:00:40
ID_D20ZKK8,2020-02-17 05:30:35,2400,,0.0,FINANCED,DAILY,50,3,Male,48.0,North Rift,Elgeyo/Marakwet,Farmer,d_light,240,14400.0,2020-10-14 05:30:35,2020-02-17 05:30:38,2021-02-18 09:36:51
ID_4ST6ODC,2018-02-18 13:16:07,2999,,0.0,FINANCED,DAILY,55,3,Male,48.0,Western,Bungoma,Driver/Motorbike Rider,d_light,547,33084.0,2019-08-19 13:16:07,2018-02-18 13:16:43,2021-05-25 17:32:22
ID_NZJ9CHL,2020-01-04 12:18:50,2000,,0.0,FINANCED,DAILY,40,3,Male,27.0,Nairobi Region,Nairobi City,Business,d_light,270,12800.0,2020-09-30 12:18:50,2020-01-04 12:18:58,2021-01-13 15:03:03
ID_2IDVL96,2018-02-13 06:11:11,2999,,0.0,FINANCED,DAILY,55,3,Female,25.0,Nyanza,Homa Bay,Business,d_light,547,33084.0,2019-08-14 06:11:11,2018-02-13 06:11:22,2021-05-22 17:41:37
ID_QI8PYFM,2018-03-29 16:41:00,2500,,0.0,FINANCED,DAILY,55,3,Male,,Coast Region,Kilifi,Business,d_light,556,33080.0,2019-10-06 16:41:00,2018-03-29 16:41:02,2021-05-23 16:42:38
ID_BL61UG3,2017-07-19 13:56:14,2000,,0.0,FINANCED,DAILY,40,7,Female,35.0,Nyanza,Homa Bay,Business,d_light,364,16560.0,2018-07-18 13:56:14,2017-07-19 13:56:08,2018-08-10 17:08:50
ID_PMSKEXG,2017-07-28 07:00:39,2000,,0.0,FINANCED,DAILY,40,7,Male,42.0,North Rift,Baringo,Other,d_light,364,16560.0,2018-07-27 07:00:39,2017-07-28 07:00:37,2020-08-22 08:26:55
ID_K6429TC,2020-02-18 16:35:15,2400,,0.0,FINANCED,DAILY,50,3,Male,39.0,Western,Busia,Farmer,d_light,240,14400.0,2020-10-15 16:35:15,2020-02-18 16:35:20,2021-04-27 16:20:59
ID_D1B5892,2017-09-03 12:35:56,2000,,0.0,FINANCED,DAILY,40,7,Male,46.0,North Rift,Trans Nzoia,Farmer,d_light,364,16560.0,2018-09-02 12:35:56,2017-09-03 12:35:51,2018-11-15 16:03:59
ID_BEMV6LR,2018-02-08 12:13:11,2999,,0.0,FINANCED,DAILY,55,3,Male,41.0,Coast Region,Taita/Taveta,Farmer,d_light,547,33084.0,2019-08-09 12:13:11,2018-02-08 12:13:27,2021-05-18 12:35:22
ID_PJX2GN9,2018-02-16 08:24:46,2999,,0.0,FINANCED,DAILY,55,3,Female,27.0,Mount Kenya Region,Garissa,Farmer,d_light,547,33084.0,2019-08-17 08:24:46,2018-02-16 08:24:55,2021-03-20 07:56:06
ID_O04VTDW,2018-03-02 14:26:32,2999,,0.0,FINANCED,DAILY,55,3,Female,29.0,North Rift,Baringo,Farmer,d_light,547,33084.0,2019-08-31 14:26:32,2018-03-02 14:26:34,2019-09-28 16:09:06
ID_PGSI5FW,2020-01-22 06:46:13,2000,,0.0,FINANCED,DAILY,40,3,Male,28.0,Western,Bungoma,Farmer,d_light,270,12800.0,2020-10-18 06:46:13,2020-01-22 06:46:18,2021-01-07 13:27:33
ID_TKC3V1L,2018-03-17 15:31:25,2000,,0.0,FINANCED,DAILY,40,7,Male,47.0,Nairobi Region,Nairobi City,Labourer,d_light,364,16560.0,2019-03-16 15:31:25,2018-03-17 15:31:29,2019-11-07 19:00:31
ID_J915C4D,2018-03-20 12:57:34,2999,,0.0,FINANCED,DAILY,55,3,Male,,Mount Kenya Region,Tharaka-Nithi,Business,d_light,547,33084.0,2019-09-18 12:57:34,2018-03-20 12:57:35,2021-05-25 07:07:39
ID_W80JRAS,2018-03-31 11:20:40,2500,,0.0,FINANCED,DAILY,55,3,Male,41.0,Coast Region,Taita/Taveta,Driver/Motorbike Rider,d_light,556,33080.0,2019-10-08 11:20:40,2018-03-31 11:20:43,2021-05-18 15:59:47
ID_X61C9LW,2018-04-11 15:29:29,2999,2018-04-11 00:00:00,80.0,FINANCED,DAILY,55,3,Female,49.0,Mount Kenya Region,Isiolo,Farmer,d_light,399,56964.0,2019-05-15 15:29:29,2018-04-11 15:29:32,2019-12-18 16:09:24
ID_8LKLR1Q,2018-02-19 16:01:11,2999,,0.0,FINANCED,DAILY,55,3,Male,51.0,,UNKNOWN,Other,d_light,547,33084.0,2019-08-20 16:01:11,2018-02-19 16:01:20,2020-09-02 20:48:24
ID_ERSTZV1,2017-09-19 13:48:16,2000,,0.0,FINANCED,DAILY,40,7,Male,26.0,,UNKNOWN,Labourer,d_light,364,16560.0,2018-09-18 13:48:16,2017-09-19 13:48:18,2020-09-02 20:42:45
ID_AHC40XL,2018-03-31 17:39:20,2999,2018-03-31 00:00:00,40.0,FINANCED,DAILY,55,3,Female,41.0,North Rift,Trans Nzoia,Business,d_light,568,56964.0,2019-10-20 17:39:20,2018-03-31 17:39:24,2020-03-25 17:12:30
ID_46PLG2W,2018-02-09 15:48:27,2999,,0.0,FINANCED,DAILY,55,3,Male,28.0,South Rift,Bomet,Farmer,d_light,547,33084.0,2019-08-10 15:48:27,2018-02-09 15:48:40,2020-12-08 14:00:08
ID_NK9MO4M,2018-02-21 10:23:08,2999,,0.0,FINANCED,DAILY,55,3,Female,26.0,South Rift,Narok,Business,d_light,547,33084.0,2019-08-22 10:23:08,2018-02-21 10:23:45,2021-05-25 15:30:31
ID_OGLIJ4V,2018-03-20 11:55:18,2999,2018-07-21 16:18:27,0.0,FINANCED,DAILY,55,3,Male,27.0,North Rift,Trans Nzoia,Farmer,d_light,547,33084.0,2019-09-18 11:55:18,2018-03-20 11:55:19,2019-08-19 14:20:23
ID_TKCCV3E,2017-08-07 14:06:19,2000,,0.0,FINANCED,DAILY,40,7,Male,51.0,Nyanza,Homa Bay,Driver/Motorbike Rider,d_light,364,16560.0,2018-08-06 14:06:19,2017-08-07 14:06:46,2019-05-13 16:17:35
ID_UMX3GC2,2018-04-11 06:14:25,2500,,0.0,FINANCED,DAILY,55,3,Male,,Nyanza,Siaya,Government Employee,d_light,556,33080.0,2019-10-19 06:14:25,2018-04-11 06:14:27,2021-05-25 07:18:15
ID_KFZ18MG,2017-07-21 11:22:05,2000,,0.0,FINANCED,DAILY,40,7,Female,25.0,Nairobi Region,Machakos,Farmer,d_light,364,16560.0,2018-07-20 11:22:05,2017-07-21 11:22:09,2020-02-04 17:44:18
ID_HOT33CH,2020-01-20 08:27:42,2000,,0.0,FINANCED,DAILY,40,3,Female,37.0,Nairobi Region,Kitui,Business,d_light,270,12800.0,2020-10-16 08:27:42,2020-01-20 08:27:45,2021-05-24 04:56:04
ID_46IG4PQ,2020-02-17 11:25:12,2400,,0.0,FINANCED,DAILY,50,3,Male,22.0,Western,Busia,Labourer,d_light,240,14400.0,2020-10-14 11:25:12,2020-02-17 11:25:16,2021-02-12 16:35:44
ID_AWM8CH1,2020-02-13 07:08:03,2400,,0.0,FINANCED,DAILY,50,3,Female,35.0,Coast Region,Kilifi,Business,d_light,240,14400.0,2020-10-10 07:08:03,2020-02-13 07:08:09,2020-12-21 15:48:01
ID_PJE4LPA,2020-01-28 17:27:28,2000,,0.0,FINANCED,DAILY,40,3,Male,27.0,Nyanza,Kisumu,Farmer,d_light,270,12800.0,2020-10-24 17:27:28,2020-01-28 17:27:32,2021-01-18 16:20:07
ID_K5FDNPN,2020-01-05 08:58:05,2000,,0.0,FINANCED,DAILY,40,3,Male,27.0,South Rift,Bomet,Farmer,d_light,270,12800.0,2020-10-01 08:58:05,2020-01-05 08:57:23,2021-04-10 13:42:38
ID_FAADJYQ,2017-09-05 12:52:48,2000,,0.0,FINANCED,DAILY,40,7,Male,45.0,Nairobi Region,Kitui,Labourer,d_light,364,16560.0,2018-09-04 12:52:48,2017-09-05 12:52:49,2020-09-04 15:17:34
ID_PWRYJYZ,2017-08-01 16:33:19,2000,,0.0,FINANCED,DAILY,40,7,Female,48.0,Western,Kakamega,Farmer,d_light,364,16560.0,2018-07-31 16:33:19,2017-08-01 16:34:09,2018-10-25 05:05:58
ID_GD9QA6O,2017-09-12 10:51:57,2000,,0.0,FINANCED,DAILY,40,7,Female,29.0,Western,Bungoma,Farmer,d_light,364,16560.0,2018-09-11 10:51:57,2017-09-12 10:52:04,2019-11-30 06:59:46
ID_H765D07,2020-01-14 15:09:06,2000,,0.0,FINANCED,DAILY,40,3,Male,38.0,Nyanza,Kisumu,Driver/Motorbike Rider,d_light,270,12800.0,2020-10-10 15:09:06,2020-01-14 15:09:11,2021-01-30 15:02:44
ID_ZLL2PEP,2018-03-02 14:27:11,2999,,0.0,FINANCED,DAILY,55,3,Male,,South Rift,Nakuru,Business,d_light,547,33084.0,2019-08-31 14:27:11,2018-03-02 14:27:14,2019-09-19 16:22:33
ID_V63WP28,2018-04-01 12:31:35,2000,,0.0,FINANCED,DAILY,40,7,Female,58.0,Nyanza,Kisumu,Business,d_light,364,16560.0,2019-03-31 12:31:35,2018-04-01 12:31:38,2019-07-20 15:48:48
ID_YHRRG2A,2017-08-13 07:36:49,2000,,0.0,FINANCED,DAILY,40,7,Male,42.0,Nyanza,Siaya,Labourer,d_light,364,16560.0,2018-08-12 07:36:49,2017-08-13 07:36:28,2018-08-16 09:51:04
ID_QUY416M,2020-01-13 06:45:04,2000,,0.0,FINANCED,DAILY,40,3,Male,40.0,Coast Region,Kilifi,Labourer,d_light,270,12800.0,2020-10-09 06:45:04,2020-01-13 06:45:07,2020-12-12 07:09:37
ID_N4VBU6U,2020-02-18 15:28:12,2400,,0.0,FINANCED,DAILY,50,3,Male,38.0,Coast Region,Kwale,Government Employee,d_light,240,14400.0,2020-10-15 15:28:12,2020-02-18 15:28:16,2021-02-28 05:56:04
ID_2ALD08M,2018-03-24 14:53:48,2500,,0.0,FINANCED,DAILY,55,3,Male,,Coast Region,Kilifi,Farmer,d_light,556,33080.0,2019-10-01 14:53:48,2018-03-24 14:53:51,2019-10-10 08:41:07
ID_GLRIHJN,2017-08-02 09:23:59,2000,,0.0,FINANCED,DAILY,40,7,Male,46.0,Western,Bungoma,Business,d_light,364,16560.0,2018-08-01 09:23:59,2017-08-02 09:23:52,2019-01-12 09:31:15
ID_YQHRP2B,2020-02-12 08:30:59,2400,,0.0,FINANCED,DAILY,50,3,Female,33.0,Nyanza,Kisumu,Business,d_light,240,14400.0,2020-10-09 08:30:59,2020-02-12 08:31:04,2020-12-29 16:58:20
ID_1CB2MY4,2020-01-11 10:27:08,2000,,0.0,FINANCED,DAILY,40,3,Male,45.0,Western,Kakamega,Labourer,d_light,270,12800.0,2020-10-07 10:27:08,2020-01-11 10:27:17,2021-01-02 18:34:48
ID_PJZKHB5,2018-02-23 13:45:21,2999,,0.0,FINANCED,DAILY,55,3,Female,33.0,,UNKNOWN,Farmer,d_light,547,33084.0,2019-08-24 13:45:21,2018-02-23 13:45:36,2021-05-20 10:26:15
ID_CJPVBKV,2018-04-13 10:18:52,2500,,0.0,FINANCED,DAILY,55,3,Female,,Nyanza,Homa Bay,Business,d_light,556,33080.0,2019-10-21 10:18:52,2018-04-13 10:18:55,2021-05-02 05:07:46
ID_QY42LX4,2020-02-20 15:50:29,2400,,0.0,FINANCED,DAILY,50,3,Female,24.0,Western,Kakamega,Farmer,d_light,240,14400.0,2020-10-17 15:50:29,2020-02-20 15:50:35,2020-12-16 18:06:05
ID_HB6Z2QZ,2017-09-01 11:35:03,3500,,0.0,FINANCED,MONTHLY,1000,60,Female,41.0,Nairobi Region,Kajiado,Business,d_light,12,15500.0,2017-09-13 11:35:03,2017-09-01 11:53:20,2018-09-20 09:39:37
ID_YWV0UX7,2017-10-02 13:34:41,2000,,0.0,FINANCED,DAILY,40,7,Female,44.0,North Rift,Elgeyo/Marakwet,Farmer,d_light,364,16560.0,2018-10-01 13:34:41,2017-10-02 13:34:45,2018-11-12 06:15:31
ID_S33CIB4,2018-02-04 07:07:45,2999,,0.0,FINANCED,DAILY,55,3,Male,,,UNKNOWN,Other,d_light,547,33084.0,2019-08-05 07:07:45,2018-02-04 07:07:57,2020-09-02 20:44:09
ID_5KJNAPP,2017-09-13 17:43:06,2000,,0.0,FINANCED,DAILY,40,7,Female,58.0,South Rift,Nakuru,Farmer,d_light,364,16560.0,2018-09-12 17:43:06,2017-09-13 17:43:01,2020-06-28 16:51:35
ID_5MJD52J,2017-10-05 11:56:18,2000,,0.0,FINANCED,DAILY,40,7,Male,34.0,North Rift,Nandi,Labourer,d_light,364,16560.0,2018-10-04 11:56:18,2017-10-05 11:56:08,2020-09-22 07:43:58
ID_PIS7ME0,2018-01-29 14:04:01,2999,,0.0,FINANCED,DAILY,55,3,Male,41.0,Coast Region,Kilifi,Labourer,d_light,547,33084.0,2019-07-30 14:04:01,2018-01-29 14:04:06,2019-10-17 14:18:11
ID_OI6C4EB,2018-04-02 10:19:46,2500,,0.0,FINANCED,DAILY,55,3,Male,,South Rift,Bomet,Farmer,d_light,556,33080.0,2019-10-10 10:19:46,2018-04-02 10:19:47,2019-11-18 12:03:50
ID_GFI0Z45,2018-03-14 17:23:47,2999,,0.0,FINANCED,DAILY,55,3,Male,,,UNKNOWN,Driver/Motorbike Rider,d_light,547,33084.0,2019-09-12 17:23:47,2018-03-14 17:23:49,2021-05-25 07:28:32
ID_SUXV5SN,2017-08-22 11:07:34,2000,,0.0,FINANCED,DAILY,40,7,Male,61.0,Nyanza,Siaya,Farmer,d_light,364,16560.0,2018-08-21 11:07:34,2017-08-22 11:07:32,2021-03-11 13:22:47
ID_AUO4UHR,2018-01-31 05:42:35,2999,,0.0,FINANCED,DAILY,55,3,Female,37.0,,UNKNOWN,Farmer,d_light,547,33084.0,2019-08-01 05:42:35,2018-01-31 05:42:45,2020-09-02 20:46:48
ID_JAW9A82,2020-01-04 18:34:08,2000,,0.0,FINANCED,DAILY,40,3,Male,44.0,Mount Kenya Region,Tharaka-Nithi,Business,d_light,270,12800.0,2020-09-30 18:34:08,2020-01-04 18:33:27,2021-05-25 09:44:04
ID_WJPXPUA,2017-09-14 13:30:32,2000,,0.0,FINANCED,DAILY,40,7,Male,40.0,South Rift,Nakuru,Farmer,d_light,364,16560.0,2018-09-13 13:30:32,2017-09-14 13:30:21,2018-11-17 17:00:11
ID_JKJMNVE,2018-01-21 15:40:38,2999,,0.0,FINANCED,DAILY,55,3,Female,,Coast Region,Kilifi,Government Employee,d_light,547,33084.0,2019-07-22 15:40:38,2018-01-21 15:40:33,2019-05-04 04:23:50
ID_UX4F6IT,2020-01-09 13:30:41,2000,,0.0,FINANCED,DAILY,40,3,Female,32.0,Mount Kenya Region,Meru,Other,d_light,270,12800.0,2020-10-05 13:30:41,2020-01-09 13:30:47,2020-11-14 12:16:44
ID_3KTAZSV,2018-04-16 19:27:34,2500,,0.0,FINANCED,DAILY,55,3,Female,31.0,,UNKNOWN,Farmer,d_light,556,33080.0,2019-10-24 19:27:34,2018-04-16 19:27:34,2020-09-02 20:50:08
ID_5SJ0Y2S,2018-02-20 05:29:23,2999,,0.0,FINANCED,DAILY,55,3,Male,34.0,Western,Bungoma,Other,d_light,547,33084.0,2019-08-21 05:29:23,2018-02-20 05:29:31,2020-10-27 15:11:50
ID_LTKQ71M,2018-03-24 07:50:30,2500,,0.0,FINANCED,DAILY,55,3,Female,30.0,Western,Bungoma,Government Employee,d_light,556,33080.0,2019-10-01 07:50:30,2018-03-24 07:50:34,2020-01-05 15:35:16
ID_GRKARO6,2017-08-31 12:20:59,2000,,0.0,FINANCED,DAILY,40,7,Male,69.0,South Rift,Bomet,Farmer,d_light,364,16560.0,2018-08-30 12:20:59,2017-08-31 12:20:52,2019-03-01 11:27:51
ID_9G45FNU,2017-10-02 11:08:39,2000,,0.0,FINANCED,DAILY,40,7,Female,57.0,Nyanza,Siaya,Other,d_light,364,16560.0,2018-10-01 11:08:39,2017-10-02 11:08:54,2019-12-13 16:36:35
ID_UVJQQB5,2020-02-16 12:21:04,2400,,0.0,FINANCED,DAILY,50,3,Male,25.0,Coast Region,Kilifi,Business,d_light,240,14400.0,2020-10-13 12:21:04,2020-02-16 12:21:13,2021-03-18 06:53:08
ID_KR2CKEN,2017-12-08 11:46:31,2000,,0.0,FINANCED,DAILY,40,7,Female,46.0,Mount Kenya Region,Laikipia,Farmer,d_light,364,16560.0,2018-12-07 11:46:31,2017-12-08 11:46:11,2019-08-19 16:55:24
ID_YK8DO7V,2017-08-10 16:46:07,2000,,0.0,FINANCED,DAILY,40,7,Female,32.0,Coast Region,Kilifi,Farmer,d_light,364,16560.0,2018-08-09 16:46:07,2017-08-10 16:45:56,2018-09-03 17:13:29
ID_AASLSO5,2017-07-09 04:30:26,2000,,0.0,FINANCED,DAILY,40,7,Male,58.0,Western,Kakamega,Other,d_light,364,16560.0,2018-07-08 04:30:26,2017-07-09 04:20:02,2018-11-20 14:23:25
ID_PZW99GM,2017-08-25 09:22:39,2000,,0.0,FINANCED,DAILY,40,7,Female,38.0,Nyanza,Siaya,Business,d_light,364,16560.0,2018-08-24 09:22:39,2017-08-25 09:22:32,2019-12-24 15:38:19
ID_U7U6VWF,2017-08-31 15:39:38,2000,,0.0,FINANCED,DAILY,40,7,Male,48.0,Nairobi Region,Kitui,Teacher,d_light,364,16560.0,2018-08-30 15:39:38,2017-08-31 15:39:59,2018-08-28 18:09:36
ID_6EESE5X,2018-04-11 09:12:15,2500,,0.0,FINANCED,DAILY,55,3,Male,,South Rift,Bomet,Farmer,d_light,556,33080.0,2019-10-19 09:12:15,2018-04-11 09:12:16,2020-02-17 17:25:18
ID_XPVGK37,2018-04-26 16:30:05,2500,,0.0,FINANCED,DAILY,55,3,Male,,North Rift,Trans Nzoia,Driver/Motorbike Rider,d_light,556,33080.0,2019-11-03 16:30:05,2018-04-26 16:30:06,2020-07-07 14:03:47
ID_X53S4Y7,2017-07-27 15:04:08,2000,,0.0,FINANCED,DAILY,40,7,Female,,South Rift,Bomet,Business,d_light,364,16560.0,2018-07-26 15:04:08,2017-07-27 15:04:26,2018-10-07 16:10:19
ID_CQBER1P,2018-04-30 14:54:32,2500,,0.0,FINANCED,DAILY,55,3,Male,,North Rift,Nandi,Business,d_light,556,33080.0,2019-11-07 14:54:32,2018-04-30 14:54:33,2020-06-12 15:47:22
ID_TSKUWS1,2017-07-22 17:34:23,2000,,0.0,FINANCED,DAILY,40,7,Male,63.0,Western,Busia,Farmer,d_light,364,16560.0,2018-07-21 17:34:23,2017-07-22 17:37:31,2021-04-26 12:26:10
